Gene names,id,Majority protein IDs,Sequence length,Protein names,Reverse,Potential contaminant,Fasta headers,Razor + unique peptides,Unique + razor sequence coverage [%],Only identified by site,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2M_GFPA_C_T_01,R2M_GFPA_C_T_02,R2M_GFPA_C_T_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,R2M_GFPA_F_T_01,R2M_GFPA_F_T_02,R2M_GFPA_F_T_03,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2M_R11A_F_T_01,R2M_R11A_F_T_02,R2M_R11A_F_T_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2A_R11G_C_T_01,R2A_R11G_C_T_02,R2A_R11G_C_T_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2A_R11G_F_T_01,R2A_R11G_F_T_02,R2A_R11G_F_T_03,cl_name
SNRK,7716,Q9NRH2,765,SNF-related serine/threonine-protein kinase,,,"sp|Q9NRH2|SNRK_HUMAN SNF-related serine/threonine-protein kinase OS=Homo sapiens (Human) OX=9606 GN=SNRK PE=1 SV=2;tr|E7EUC4|E7EUC4_HUMAN Isoform of Q9NRH2, SNF-related serine/threonine-protein kinase OS=Homo sapiens (Human) OX=9606 GN=SNRK PE=1 SV=1",5,9.4,,5.923302848706404,4.988022280560812,4.763598108313966,3.62839225389391,4.895561021644792,4.824155254481624,6.056860233279501,1.5764665353602831,5.459624367560486,3.7839605893928305,5.80344997489582,4.4621544482940845,5.840032310358268,5.840804525676205,6.004225171696346,5.205970060575596,6.075913045046152,2.0175656641816806,5.184809904948228,6.2349340104693,4.591572499452536,4.616236022192993,5.302208120613477,5.940081844374237,4.219004721764449,4.537941417305997,4.373357183321369,4.928030563372434,4.036741862155067,5.438353913208904,RAB11_unique
SNRNP200,2721,O75643,2136,U5 small nuclear ribonucleoprotein 200 kDa helicase,,,"sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens (Human) OX=9606 GN=SNRNP200 PE=1 SV=2;tr|A0A494C1A5|A0A494C1A5_HUMAN Isoform of O75643, U5 small nuclear ribonucleoprotein 200 kDa helicase (Fragment) OS=Homo sapiens",109,55.1,,8.909733977712294,8.907002771534097,8.924413911407003,8.970717845725927,9.025510102845162,8.98894893041184,8.903184075989676,8.92024666561303,8.867538552505815,9.009168040941741,8.97012027382812,8.96362293559474,8.822484648149054,8.859134242650073,8.889795754179476,8.945607623148142,8.951568886077895,8.874095831485162,8.946476822670258,8.931097724936391,8.953243476667843,8.991318726821454,9.014801649537624,9.001564665485702,8.987408798745248,9.005016624617248,8.994783837696389,9.042536401338717,9.04140153990315,9.038210570966429,FGFR2_F_unique
SNRNP40,6672,Q96DI7,357,U5 small nuclear ribonucleoprotein 40 kDa protein,,,"sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens (Human) OX=9606 GN=SNRNP40 PE=1 SV=1;sp|Q96DI7-2|SNR40-2_HUMAN Isoform of Q96DI7, Isoform 2 of U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens (Human)",16,52.7,,7.838608133386331,7.876976556867284,7.809172627155968,7.554946765357232,7.735796121070336,7.723937950695983,7.964282769176149,7.895996934820435,7.917120049160367,7.686334302156221,7.4250840790338835,7.703923505702407,7.49106050909947,7.48395906649081,7.389559685645597,7.77611057447297,7.744896675694711,7.745003835102185,7.913118664550733,7.919060812756768,7.901777996065392,7.810640238282043,7.8433208396726535,7.828350898480577,7.965112778811703,8.057230782465425,7.975476919318033,7.831835654712974,7.8413226901799815,7.737778473500849,Receptor_profile
SNRNP70,3129,P08621,437,U1 small nuclear ribonucleoprotein 70 kDa,,,"sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens (Human) OX=9606 GN=SNRNP70 PE=1 SV=2;sp|P08621-2|RU17-2_HUMAN Isoform of P08621, Isoform 2 of U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens (Human) OX=9606 GN=SNRNP7",24,48.5,,4.819327513468967,6.90212241586653,3.7173562954131034,8.318581545890643,8.40227221765972,8.259707408089964,4.613108054969171,5.926072591195572,4.706139738951363,8.060768399540864,8.221730533704184,8.378623033128855,4.879264656097511,6.0075266732979795,3.842104512425089,8.26432603650194,8.092673978573483,8.191651494926981,7.106123324883109,7.400139497718247,7.351675421702449,8.086134570351549,8.220867503991077,8.135908902353588,7.193854376820022,7.038604697330974,7.022837477549222,8.279683513893833,8.267219675207219,8.151183867627228,Receptor_profile
SNRPA,3134,P09012,282,U1 small nuclear ribonucleoprotein A,,,"sp|P09012|SNRPA_HUMAN U1 small nuclear ribonucleoprotein A OS=Homo sapiens (Human) OX=9606 GN=SNRPA PE=1 SV=3;tr|M0R268|M0R268_HUMAN Isoform of P09012, U1 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens (Human) OX=9606 GN=SNRPA PE=1 SV=1;tr|M0",11,42.6,,7.659983517846391,7.734772372028182,7.552994232275186,8.184200607324799,8.333844142895728,8.29303552563392,7.168579303769101,7.260378105004115,7.212630468447108,8.272064644424018,7.99703298869248,8.323144164178588,7.168122514468537,7.253628171848148,7.243962971810705,8.487991998711234,8.302327979698964,8.354564455148708,8.28929758940788,8.231566040891153,8.311610801004477,8.363803409176672,8.342439723225885,8.354242032571696,8.172773667727748,8.177911970285718,8.03345226567361,8.36994296840453,8.344153352416441,8.270986714019992,FGFR2_F_unique
SNRPA1,3151,P09661,255,U2 small nuclear ribonucleoprotein A,,,sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens (Human) OX=9606 GN=SNRPA1 PE=1 SV=2,20,61.2,,8.108791899062716,8.033752862683038,8.116776921669807,8.10548676539279,8.15471167382974,8.179648510722373,7.9912275471690295,8.015211881224959,8.059831830733655,8.0890927017181,8.073947603466321,8.070387713725122,8.29818294384085,8.233396380660007,8.212597094775814,8.222196396618717,8.272269875512242,8.218974865965293,8.267571921392646,8.238250583976777,8.287699645899533,8.14281945890809,8.087726993794668,8.1459373423102015,8.311117576198095,8.288343622361051,8.294880184560556,7.948790108884992,7.89038084968255,8.233963705210089,FGFR2_F_unique
SNRPB,3298,P14678-2,231,Small nuclear ribonucleoprotein-associated proteins B and B,,,"sp|P14678-2|RSMB-2_HUMAN Isoform of P14678, Isoform SM-B of Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens (Human) OX=9606 GN=SNRPB PE=1 SV=2;sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS",10,36.4,,7.960968237534382,8.046741593725539,7.893385520367825,8.301302786569059,8.334760870449756,8.241570078526088,7.80355409122594,7.820167012545623,7.968136602457859,8.169757960533467,8.178611051247653,8.152152250143448,7.805547865446504,7.87467509188085,7.819335194648058,8.448903299176822,8.364753012402463,8.445540515880564,8.285994466540766,8.321278433961556,8.293572682615718,8.226681615743216,8.222412313981021,8.170932188329932,8.070646620057762,8.145660962135738,8.087894589321646,8.233612377879854,8.350652499863095,8.34493653544415,Receptor_profile
SNRPD1,4269,P62314,119,Small nuclear ribonucleoprotein Sm D1,,,"sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens (Human) OX=9606 GN=SNRPD1 PE=1 SV=1;tr|J3QLI9|J3QLI9_HUMAN Isoform of P62314, Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens (Human) OX=9606 GN=SNRPD1 PE=1 SV=1",6,58.8,,7.703598720040608,7.647793033451669,7.507446843191564,8.402732856690077,8.368434827838469,8.271208392365994,7.4462267240946085,7.402822323261157,7.373324761962571,8.136405077011737,8.143763222556585,8.246764849429782,7.637897756575938,7.618940348241748,7.343067323327408,7.898596435900032,8.20006866267752,8.1238062035895,8.117763462529282,8.096880870335815,7.996979124640953,8.136401519976143,8.162604035031377,8.183809367463322,8.008538083848563,7.888675766145893,7.8199611258991135,8.163324335099865,8.224033500676864,8.192438055906527,Receptor_profile
SNRPD2,4270,P62316,118,Small nuclear ribonucleoprotein Sm D2,,,"sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens (Human) OX=9606 GN=SNRPD2 PE=1 SV=1;tr|K7ERG4|K7ERG4_HUMAN Isoform of P62316, Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens (Human) OX=9606 GN=SNRPD2 PE=1 SV=1",13,71.2,,8.12495393395834,8.12940010328013,8.024833333938794,8.42523472695451,8.441100121783759,8.517273664754368,8.109722516122204,7.982831868766816,7.904490955131823,8.427495445812848,8.398997856528338,8.396545708183325,8.092377680227926,8.17883271725715,8.047524432995106,8.40243776416324,8.510987401293324,8.447493456111598,8.605637037922124,8.652404006641975,8.61840130345075,8.508985341807424,8.519630464288118,8.498829700723675,8.49858769503738,8.468550250806594,8.448733709435034,8.552679490347442,8.544855545703479,8.481992868176453,Receptor_profile
SNW1,4743,Q13573,536,SNW domain-containing protein 1,,,"sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN Isoform of Q13573, SKIP_SNW domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN Iso",19,39.4,,7.330460970013894,7.2299676918733535,7.219483116106536,7.90452299788434,7.8298104992230995,7.8232787687370715,7.082348870222377,7.044497161174938,6.936999199603759,7.778290563484144,7.807131368158009,7.907979055909884,7.142663621681655,7.130685679958048,7.160066424522671,7.676379112322976,7.630249143188378,7.689340089295078,7.4162174804348675,7.358362033629264,7.415263538267996,7.613105017113572,7.613378035791667,7.6308354669063405,7.379934317525217,7.436187686877237,7.418247433529723,7.603230009165977,7.551226890124894,7.574991579650243,FGFR2_F_unique
SNX1,4746,Q13596,522,Sorting nexin-1,,,"sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens (Human) OX=9606 GN=SNX1 PE=1 SV=3;sp|Q13596-2|SNX1-2_HUMAN Isoform of Q13596, Isoform 1A of Sorting nexin-1 OS=Homo sapiens (Human) OX=9606 GN=SNX1 PE=1 SV=3;sp|Q13596-3|SNX1-3_HUMAN Isoform of Q13596, I",19,44.6,,7.434191336397977,7.420306431360847,7.399566003167959,7.866266619081351,7.847935539642106,7.875440421041149,7.282222238283061,7.176763558146765,7.278808674554883,7.893468087143946,7.848533824738032,7.931117648417833,7.361809523454572,7.412986182826782,7.342726413581528,7.811439952519581,7.791240446759556,7.7694179318736944,7.472960135096788,7.488423832518816,7.494857659653,7.817367273738866,7.841133953657572,7.81320644400706,7.4178023231212205,7.496193387057109,7.481335365540813,7.7650725293940095,7.7558027976222546,7.778891215092426,FGFR2_F_unique
SNX12,151,A0A087X0R6,172,Sorting nexin-12,,,"tr|A0A087X0R6|A0A087X0R6_HUMAN Isoform of Q9UMY4, PX domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SNX12 PE=1 SV=1;sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens (Human) OX=9606 GN=SNX12 PE=1 SV=4;sp|Q9UMY4-1|SNX12-1_HUMAN Isoform of",18,77.9,,7.725150167041356,7.5797237911801405,7.714808331894354,8.181457570719184,8.20140311024431,8.251425023916006,7.631410317206804,7.65384117527106,7.6995525512442295,8.212820986570096,8.19638339763515,8.146018415530767,7.463116650086897,7.582827910347319,7.369191991828138,8.142263696944998,8.196680998489649,8.165676351600037,7.8262292986325175,7.876373259679065,7.809368569641656,8.20450142126473,8.176940026830348,8.20186258637511,7.880030326242977,7.833835232350233,7.747676942194634,8.171315057099694,8.159291007826639,8.172341065589436,Receptor_profile
SNX24,901,A8MXB7,202,Sorting nexin-24,,,"tr|A8MXB7|A8MXB7_HUMAN Isoform of Q9Y343, PX domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SNX24 PE=1 SV=1;sp|Q9Y343-2|SNX24-2_HUMAN Isoform of Q9Y343, Isoform 2 of Sorting nexin-24 OS=Homo sapiens (Human) OX=9606 GN=SNX24 PE=1 SV=1;sp|Q9Y34",6,30.2,,7.136069422818278,7.0221185670867285,7.15867081692801,6.822592536486504,6.78230770173444,7.053724985912064,7.1598921257294466,7.099505000815774,6.869268748409304,6.854843223834856,6.843813930647341,6.752901007396519,7.4043214587677015,7.435399126941145,7.341917791511198,6.856635438183626,7.000162109485532,6.831110531648265,6.869897508119305,6.91915207275243,6.933408744318111,6.740212066642793,6.767799439564338,6.760337767989953,6.8311112679710675,6.876232155608213,7.002574148979453,6.880590507680724,6.826207998301228,6.9143269648735535,RAB11_unique
SNX27,6823,Q96L92-3,528,Sorting nexin-27,,,"sp|Q96L92-3|SNX27-3_HUMAN Isoform of Q96L92, Isoform 2 of Sorting nexin-27 OS=Homo sapiens (Human) OX=9606 GN=SNX27 PE=1 SV=2;sp|Q96L92|SNX27_HUMAN Sorting nexin-27 OS=Homo sapiens (Human) OX=9606 GN=SNX27 PE=1 SV=2;sp|Q96L92-2|SNX27-2_HUMAN Isoform of Q96",18,43.6,,7.789112348480616,7.817499715046699,7.784148593811927,7.572443738340832,7.769389744870117,7.775209958290731,7.931265639793794,7.853463282756782,7.878769806746427,7.706408030893863,7.688128698066992,7.939007957665893,7.58640927696313,7.592857436860373,7.551761501010201,7.797154224488143,7.7684132268311785,7.7375690053500366,7.759151901631158,7.816045398133093,7.64214001021967,7.835255448527161,7.858403115945996,7.8444139956726175,7.875034847533753,7.7044632087283595,7.755253997093601,7.726547848881211,7.781524648589849,7.54252334174364,Receptor_profile
SNX6,8282,Q9UNH7,406,Sorting nexin-6,,,"sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens (Human) OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Isoform of Q9UNH7, Sorting nexin OS=Homo sapiens (Human) OX=9606 GN=SNX6 PE=1 SV=1;sp|Q9UNH7-2|SNX6-2_HUMAN Isoform of Q9UNH7, Isoform 2 o",23,59.4,,8.024256344108741,8.06116791448734,8.014262135582358,8.311510984753752,8.253569169879407,8.239143241107039,8.086731249488905,8.035741518339037,8.013778744524261,8.27996847992779,8.262842707844253,8.252725425742238,8.122813909914333,8.119947780159915,8.149055493565804,8.056148506163142,8.144783979689793,8.061956314396594,7.9447729381321075,7.984476014075025,7.94602848929062,8.144584607823566,8.155961983336512,8.176643574951726,7.968949617268373,8.03616250855656,8.0099968036652,8.175850677490041,8.153624594508766,8.158624783347992,RE_Profile
SNX7,8281,Q9UNH6-3,451,Sorting nexin-7,,,"sp|Q9UNH6-3|SNX7-3_HUMAN Isoform of Q9UNH6, Isoform 3 of Sorting nexin-7 OS=Homo sapiens (Human) OX=9606 GN=SNX7 PE=1 SV=1;sp|Q9UNH6-2|SNX7-2_HUMAN Isoform of Q9UNH6, Isoform 2 of Sorting nexin-7 OS=Homo sapiens (Human) OX=9606 GN=SNX7 PE=1 SV=1;sp|Q9UNH6|",4,14.9,,6.2026748360277235,4.788764606964461,6.0167230316963005,6.287683881746504,6.370248569268794,6.472169232694257,3.649670723461336,6.0647637685591285,4.419359466391169,6.614158521937864,6.434078002803031,6.690987582010588,6.523796845558237,6.004597312605371,5.194195379287812,4.859388420686435,6.413120592996801,5.298419022217563,6.53391659160692,5.1263413382058935,4.58410081713253,6.5034727236075875,6.527750971665087,6.60328286324035,6.458522121117565,6.3183119324847015,6.094962849726219,6.4493425838521965,6.468708195244912,6.0365504193695525,RE_Profile
SNX8,8531,Q9Y5X2,465,Sorting nexin-8,,,"sp|Q9Y5X2|SNX8_HUMAN Sorting nexin-8 OS=Homo sapiens (Human) OX=9606 GN=SNX8 PE=1 SV=1;tr|C9J271|C9J271_HUMAN Isoform of Q9Y5X2, PX domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=SNX8 PE=1 SV=1;tr|C9J014|C9J014_HUMAN Isoform of Q9Y",10,25.4,,6.917204709904955,6.967172155503639,7.094360769807414,7.116401102422315,7.086063020145929,6.9532772670834575,6.760515255534458,6.893155970893204,6.737006724450709,7.009904616377589,7.124614940275032,6.847119940429997,7.231689284437488,7.342169930681531,7.191793475845935,6.813894035332022,6.887759755718814,6.979827265703464,7.123292868592322,7.132966893465256,7.079356294804383,6.780694828153156,6.90504792993759,6.766968577080163,7.099651416860625,7.152017669386345,7.188322851567484,6.722584310113667,6.756759042537968,6.94403038602631,RE_Profile
SOAT1,3711,P35610,550,Sterol O-acyltransferase 1,,,"sp|P35610|SOAT1_HUMAN Sterol O-acyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=SOAT1 PE=1 SV=3;sp|P35610-3|SOAT1-3_HUMAN Isoform of P35610, Isoform 3 of Sterol O-acyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=SOAT1 PE=1 SV=3;sp|P35610-2|SOAT1-2_",13,22,,7.92584209992278,7.901198742157379,7.966923054607949,8.052606943403612,7.704448946753472,7.722138191502093,7.981680694321704,7.947550309931651,7.980903887107059,7.621657668502235,7.827112249330875,7.73977962736328,8.144082728935196,8.185269850531013,8.227578981111453,8.072422485766861,8.212523616869657,8.139196803491288,7.755953185656136,7.749370525381195,7.810323693888278,7.886035776130722,7.8881460066587445,7.857964987944563,7.831764787731501,7.908647701397237,7.950318811465381,8.045230131495837,7.978646527593208,7.924841150843134,RE_Profile
SOD1,2973,P00441,154,Superoxide dismutase [Cu-Zn],,,"sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens (Human) OX=9606 GN=SOD1 PE=1 SV=2;tr|H7BYH4|H7BYH4_HUMAN Isoform of P00441, Superoxide dismutase [Cu-Zn] OS=Homo sapiens (Human) OX=9606 GN=SOD1 PE=1 SV=1",10,77.3,,6.4198320171708145,6.427885169793607,6.856043786227061,8.519466644341144,8.600329086556854,8.591236623631344,5.712845585060542,3.9595306151620466,5.3679209397371634,8.60304239002482,8.54135008772221,8.54601077921714,4.431439869212527,5.542738610658906,6.358227931917297,8.553790648992965,8.643123276257738,8.59521914924926,7.758656101604701,7.805116026711748,7.604255859577955,8.561384275317222,8.685216433391826,8.577352039272247,7.697911436589609,7.840726993805605,7.6509539257170145,8.54050491328504,8.466328584858163,8.609512630412354,FGFR2_F_unique
SOD2,3024,P04179-4,176,"Superoxide dismutase [Mn], mitochondrial",,,"sp|P04179-4|SODM-4_HUMAN Isoform of P04179, Isoform 4 of Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SOD2 PE=1 SV=3;sp|P04179|SODM_HUMAN Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SOD2 PE=1 S",12,68.8,,5.888486134823147,6.388503766011305,6.320310081803757,8.500432573264295,8.53771153064454,8.533238015187106,6.64670396092045,6.684742997654977,6.1024359987596455,8.515012186171779,8.59856025584937,8.538435270544074,3.2639643730465946,6.501081344771122,5.587290547924491,8.297400016779978,8.522896075817112,8.589129627279588,7.809223144013502,7.7307530760090035,7.666968353850975,8.686311707640872,8.73255691036603,8.690733286548868,7.9182411395911165,7.995899753155558,7.8011958773017245,8.810010618299593,8.789949755500118,8.604705206716439,Receptor_profile
SORBS2,2799,O94875-12,731,Sorbin and SH3 domain-containing protein 2,,,"sp|O94875-12|SRBS2-12_HUMAN Isoform of O94875, Isoform 12 of Sorbin and SH3 domain-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=SORBS2 PE=1 SV=3;sp|O94875-3|SRBS2-3_HUMAN Isoform of O94875, Isoform 3 of Sorbin and SH3 domain-containing protein 2",33,46.9,,7.719537156911111,7.7142936271862945,7.680221156329164,7.664394490249547,7.61608488641071,7.62713913543806,7.686989635926429,7.847448915865302,7.584818906930363,7.517367422506411,7.596641473784788,7.631674304369299,7.65961096034099,7.581067037623841,7.723136659636717,7.5591290232601756,7.5538219844571675,7.607598630534845,7.3150267496332875,7.322651473573507,7.302605286187634,7.404805106882504,7.349493978077303,7.377593429199403,7.308720791456822,7.3602668996363505,7.432185314958934,7.445531219050345,7.339467406032967,7.434929277068633,RE_Profile
SORD,4426,Q00796,357,Sorbitol dehydrogenase,,,"sp|Q00796|DHSO_HUMAN Sorbitol dehydrogenase OS=Homo sapiens (Human) OX=9606 GN=SORD PE=1 SV=4;tr|H0YLA4|H0YLA4_HUMAN Isoform of Q00796, PKS_ER domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SORD PE=1 SV=1",12,44.3,,7.9375379301624225,7.859876029780748,7.868371433770135,7.9121518033034475,7.928908501271696,7.962128614945011,7.8831199988574525,7.971552418179426,7.856119323877747,7.9230564154005965,7.7400794069715,7.914934900152364,7.684187662652128,7.632195613728922,7.616608419217601,7.94902907455265,7.940638679774301,7.9865427726207585,8.102851903224154,8.064835014571322,8.041339386581472,8.062537799574523,8.034791752110932,7.958154926056082,8.181823634344713,8.071494306349196,7.997856609085673,7.929249637401487,7.9586240601951515,7.889871942860185,Receptor_profile
SORT1,6959,Q99523,831,Sortilin,,,"sp|Q99523|SORT_HUMAN Sortilin OS=Homo sapiens (Human) OX=9606 GN=SORT1 PE=1 SV=3;sp|Q99523-2|SORT-2_HUMAN Isoform of Q99523, Isoform 2 of Sortilin OS=Homo sapiens (Human) OX=9606 GN=SORT1 PE=1 SV=3",8,14.2,,6.583217756156339,5.050316426502165,6.4356599919493425,6.744870835112763,6.861651044999772,6.916382686987206,6.627008355688505,3.2024530061782177,4.62575535945299,6.935694596236291,6.967131335613573,6.739482133198573,5.6804887757863405,6.151688848022516,5.794709313834928,7.071472276839523,7.053899676405235,7.018374581267477,6.842919923016357,6.720146286042598,6.70190406377331,6.875329140892851,6.907465286662194,6.965995407814057,6.6752074635772445,6.611435432384024,6.583232201046309,6.927428284285507,7.002678829285947,7.096488806713936,FGFR2_F_unique
SP2,4457,Q02086-2,606,Transcription factor Sp2,,,"sp|Q02086-2|SP2-2_HUMAN Isoform of Q02086, Isoform 2 of Transcription factor Sp2 OS=Homo sapiens (Human) OX=9606 GN=SP2 PE=1 SV=3;sp|Q02086|SP2_HUMAN Transcription factor Sp2 OS=Homo sapiens (Human) OX=9606 GN=SP2 PE=1 SV=3;tr|A0A1B0GVH1|A0A1B0GVH1_HUMAN I",3,8.4,,5.443598603922639,5.582750269070431,5.717603771059058,5.893926110348508,5.5937512091777295,5.6021166420856865,5.04538089857866,3.9751375210753936,6.065307589658537,5.641691889790191,6.066057402881092,5.016501818153369,4.172604704246705,4.081657228661786,2.370998829554467,5.463428043056993,4.907201476343548,6.132844318924352,5.365837140178417,5.751110171177963,5.681456434851168,4.2483921570972765,4.189064322312924,4.594830822815938,5.769841696490717,5.301432492137825,5.877335833077994,3.6026779448494843,2.4538156787109013,5.355178745327175,Receptor_profile
